year,ru,be
2015.0,79.16666666666667,2.5833333333333335
2016.0,77.41666666666667,1.9166666666666667
2017.0,70.33333333333333,1.6666666666666667
2018.0,69.58333333333333,1.1666666666666667
2019.0,72.66666666666667,1.5833333333333333
2020.0,78.16666666666667,1.5
2021.0,75.25,1.6666666666666667
2022.0,70.83333333333333,1.3333333333333333
2023.0,66.66666666666667,1.0
2024.0,56.583333333333336,1.0
2025.0,52.416666666666664,1.0
2015.0,77.0,0.0
2016.0,75.58333333333333,0.0
2017.0,71.08333333333333,0.0
2018.0,73.75,0.0
2019.0,80.58333333333333,0.0
2020.0,86.75,0.0
2021.0,87.41666666666667,0.0
2022.0,82.91666666666667,0.0
2023.0,83.0,0.0
2024.0,78.91666666666667,0.0
2025.0,83.16666666666667,0.0
2015.0,52.5,0.0
2016.0,48.166666666666664,0.0
2017.0,45.083333333333336,0.0
2018.0,51.5,0.0
2019.0,57.083333333333336,0.0
2020.0,58.166666666666664,0.0
2021.0,66.25,0.0
2022.0,76.58333333333333,0.0
2023.0,82.66666666666667,0.0
2024.0,78.91666666666667,0.0
2025.0,86.33333333333333,0.0
2015.0,25.75,0.0
2016.0,26.666666666666668,0.0
2017.0,24.833333333333332,0.0
2018.0,27.166666666666668,0.0
2019.0,27.916666666666668,0.0
2020.0,27.25,0.0
2021.0,44.333333333333336,0.0
2022.0,27.666666666666668,0.0
2023.0,27.916666666666668,0.0
2024.0,25.25,0.0
2025.0,27.0,0.0
2015.0,74.08333333333333,0.0
2016.0,73.66666666666667,0.0
2017.0,77.33333333333333,0.0
2018.0,82.83333333333333,0.0
2019.0,84.91666666666667,0.08333333333333333
2020.0,88.5,0.3333333333333333
2021.0,89.0,0.16666666666666666
2022.0,82.66666666666667,0.25
2023.0,77.5,0.16666666666666666
2024.0,70.83333333333333,0.08333333333333333
2025.0,67.0,0.16666666666666666
2015.0,33.916666666666664,0.0
2016.0,55.416666666666664,0.0
2017.0,69.83333333333333,0.0
2018.0,68.0,0.0
2019.0,75.41666666666667,0.0
2020.0,69.58333333333333,0.0
2021.0,69.5,0.0
2022.0,60.75,0.0
2023.0,37.833333333333336,0.0
2024.0,30.333333333333332,0.0
2025.0,26.416666666666668,0.0
2015.0,50.833333333333336,0.0
2016.0,58.75,0.0
2017.0,66.16666666666667,0.0
2018.0,72.5,0.08333333333333333
2019.0,71.75,0.0
2020.0,66.08333333333333,0.0
2021.0,67.5,0.0
2022.0,64.16666666666667,0.0
2023.0,76.41666666666667,0.0
2024.0,73.75,0.0
2025.0,71.83333333333333,0.0
2015.0,38.583333333333336,0.0
2016.0,35.333333333333336,0.0
2017.0,33.416666666666664,0.0
2018.0,33.333333333333336,0.0
2019.0,33.0,0.0
2020.0,29.25,0.0
2021.0,31.333333333333332,0.0
2022.0,30.75,0.0
2023.0,33.0,0.0
2024.0,33.916666666666664,0.0
2025.0,34.166666666666664,0.0
2015.0,48.0,0.0
2016.0,47.083333333333336,0.0
2017.0,52.083333333333336,0.08333333333333333
2018.0,47.583333333333336,0.08333333333333333
2019.0,53.416666666666664,0.16666666666666666
2020.0,57.083333333333336,0.08333333333333333
2021.0,57.0,0.16666666666666666
2022.0,59.666666666666664,0.25
2023.0,66.16666666666667,0.4166666666666667
2024.0,62.583333333333336,0.5833333333333334
2025.0,64.5,0.4166666666666667
2015.0,71.5,0.0
2016.0,67.5,0.0
2017.0,61.583333333333336,0.0
2018.0,63.083333333333336,0.0
2019.0,59.833333333333336,0.0
2020.0,61.916666666666664,0.0
2021.0,58.416666666666664,0.0
2022.0,56.75,0.0
2023.0,62.166666666666664,0.0
2024.0,58.5,0.0
2025.0,64.83333333333333,0.0
2015.0,55.166666666666664,1.4166666666666667
2016.0,55.833333333333336,2.0
2017.0,54.666666666666664,1.4166666666666667
2018.0,56.5,1.3333333333333333
2019.0,58.666666666666664,1.1666666666666667
2020.0,56.916666666666664,1.1666666666666667
2021.0,60.25,1.0
2022.0,68.75,1.1666666666666667
2023.0,71.83333333333333,1.1666666666666667
2024.0,75.33333333333333,1.6666666666666667
2025.0,79.5,1.75
2015.0,71.16666666666667,0.0
2016.0,78.25,0.0
2017.0,84.0,0.08333333333333333
2018.0,85.66666666666667,0.0
2019.0,84.33333333333333,0.08333333333333333
2020.0,76.66666666666667,0.0
2021.0,81.08333333333333,0.0
2022.0,76.33333333333333,0.0
2023.0,76.5,0.0
2024.0,81.66666666666667,0.08333333333333333
2025.0,84.83333333333333,0.08333333333333333
2015.0,74.58333333333333,0.0
2016.0,80.91666666666667,0.0
2017.0,84.08333333333333,0.0
2018.0,80.41666666666667,0.0
2019.0,83.0,0.0
2020.0,82.25,0.0
2021.0,88.83333333333333,0.0
2022.0,83.08333333333333,0.0
2023.0,85.75,0.0
2024.0,86.16666666666667,0.0
2025.0,83.91666666666667,0.0
2015.0,44.5,0.0
2016.0,52.75,0.0
2017.0,56.333333333333336,0.0
2018.0,63.416666666666664,0.0
2019.0,64.66666666666667,0.0
2020.0,82.41666666666667,0.0
2021.0,75.91666666666667,0.0
2022.0,73.0,0.0
2023.0,69.66666666666667,0.0
2024.0,63.5,0.0
2025.0,54.333333333333336,0.0
2015.0,62.166666666666664,0.0
2016.0,61.666666666666664,0.0
2017.0,62.583333333333336,0.0
2018.0,64.5,0.0
2019.0,62.083333333333336,0.0
2020.0,73.75,0.0
2021.0,67.91666666666667,0.0
2022.0,76.66666666666667,0.0
2023.0,81.08333333333333,0.0
2024.0,71.58333333333333,0.0
2025.0,69.25,0.0
2015.0,85.66666666666667,0.0
2016.0,81.75,0.0
2017.0,80.33333333333333,0.0
2018.0,76.25,0.0
2019.0,70.58333333333333,0.0
2020.0,61.0,0.0
2021.0,68.25,0.0
2022.0,68.33333333333333,0.0
2023.0,62.583333333333336,0.0
2024.0,56.333333333333336,0.0
2025.0,56.083333333333336,0.0
2015.0,24.25,0.0
2016.0,28.833333333333332,0.0
2017.0,40.25,0.0
2018.0,45.416666666666664,0.0
2019.0,44.0,0.0
2020.0,53.833333333333336,0.0
2021.0,66.0,0.0
2022.0,60.083333333333336,0.0
2023.0,67.75,0.0
2024.0,58.833333333333336,0.0
2025.0,58.583333333333336,0.0
2015.0,77.0,0.0
2016.0,76.08333333333333,0.0
2017.0,80.16666666666667,0.0
2018.0,80.25,0.0
2019.0,79.25,0.0
2020.0,82.08333333333333,0.0
2021.0,82.91666666666667,0.0
2022.0,85.58333333333333,0.0
2023.0,85.16666666666667,0.0
2024.0,75.66666666666667,0.0
2025.0,75.58333333333333,0.0
2015.0,30.166666666666668,0.0
2016.0,31.25,0.0
2017.0,35.416666666666664,0.0
2018.0,43.916666666666664,0.0
2019.0,47.666666666666664,0.0
2020.0,66.5,0.0
2021.0,73.33333333333333,0.0
2022.0,67.0,0.0
2023.0,46.416666666666664,0.0
2024.0,42.333333333333336,0.0
2025.0,40.5,0.0
2015.0,35.166666666666664,0.08333333333333333
2016.0,42.0,0.08333333333333333
2017.0,46.0,0.08333333333333333
2018.0,50.833333333333336,0.0
2019.0,56.75,0.0
2020.0,62.0,0.0
2021.0,67.58333333333333,0.08333333333333333
2022.0,65.66666666666667,0.08333333333333333
2023.0,76.08333333333333,0.0
2024.0,79.66666666666667,0.3333333333333333
2025.0,90.75,0.0
2015.0,63.416666666666664,0.0
2016.0,67.08333333333333,0.0
2017.0,69.33333333333333,0.0
2018.0,74.75,0.0
2019.0,81.91666666666667,0.0
2020.0,78.5,0.0
2021.0,81.83333333333333,0.0
2022.0,77.83333333333333,0.0
2023.0,81.16666666666667,0.0
2024.0,77.08333333333333,0.0
2025.0,73.16666666666667,0.0
2015.0,30.166666666666668,0.0
2016.0,37.583333333333336,0.0
2017.0,43.166666666666664,0.0
2018.0,46.833333333333336,0.0
2019.0,53.333333333333336,0.0
2020.0,73.25,0.0
2021.0,83.83333333333333,0.0
2022.0,85.08333333333333,0.0
2023.0,87.16666666666667,0.0
2024.0,79.33333333333333,0.0
2025.0,77.0,0.0
2015.0,54.166666666666664,0.0
2016.0,57.0,0.0
2017.0,69.58333333333333,0.0
2018.0,65.58333333333333,0.0
2019.0,65.58333333333333,0.0
2020.0,73.25,0.08333333333333333
2021.0,68.75,0.0
2022.0,69.25,0.0
2023.0,67.41666666666667,0.0
2024.0,63.416666666666664,0.0
2025.0,71.08333333333333,0.0
2015.0,47.25,0.0
2016.0,47.25,0.0
2017.0,51.0,0.0
2018.0,52.25,0.0
2019.0,63.583333333333336,0.0
2020.0,65.66666666666667,0.0
2021.0,75.5,0.0
2022.0,76.75,0.0
2023.0,87.16666666666667,0.0
2024.0,83.5,0.0
2025.0,77.16666666666667,0.0
2015.0,29.583333333333332,0.0
2016.0,35.666666666666664,0.0
2017.0,38.666666666666664,0.0
2018.0,39.583333333333336,0.0
2019.0,40.333333333333336,0.0
2020.0,63.333333333333336,0.0
2021.0,44.5,0.0
2022.0,45.916666666666664,0.0
2023.0,37.416666666666664,0.0
2024.0,27.083333333333332,0.0
2025.0,22.166666666666668,0.0
2015.0,37.333333333333336,0.08333333333333333
2016.0,40.75,0.0
2017.0,48.583333333333336,0.0
2018.0,49.0,0.0
2019.0,50.583333333333336,0.0
2020.0,41.5,0.0
2021.0,48.833333333333336,0.0
2022.0,62.916666666666664,0.08333333333333333
2023.0,69.5,0.0
2024.0,73.08333333333333,0.0
2025.0,82.16666666666667,0.5
2015.0,58.25,0.0
2016.0,52.166666666666664,0.0
2017.0,56.666666666666664,0.0
2018.0,55.916666666666664,0.0
2019.0,59.083333333333336,0.0
2020.0,29.333333333333332,0.0
2021.0,26.75,0.0
2022.0,60.083333333333336,0.0
2023.0,52.083333333333336,0.0
2024.0,50.75,0.0
2025.0,52.75,0.0
2015.0,16.083333333333332,0.0
2016.0,18.583333333333332,0.0
2017.0,19.833333333333332,0.16666666666666666
2018.0,19.083333333333332,0.0
2019.0,19.916666666666668,0.0
2020.0,48.25,0.0
2021.0,23.666666666666668,0.0
2022.0,26.833333333333332,0.0
2023.0,28.5,0.0
2024.0,32.583333333333336,0.0
2025.0,48.25,0.0
2015.0,54.5,0.0
2016.0,56.166666666666664,0.0
2017.0,64.75,0.0
2018.0,69.33333333333333,0.0
2019.0,65.75,0.0
2020.0,63.666666666666664,0.0
2021.0,76.58333333333333,0.0
2022.0,80.08333333333333,0.0
2023.0,90.66666666666667,0.0
2024.0,88.83333333333333,0.0
2025.0,88.41666666666667,0.0
2015.0,55.916666666666664,0.0
2016.0,63.583333333333336,0.0
2017.0,58.583333333333336,0.0
2018.0,58.416666666666664,0.0
2019.0,56.666666666666664,0.0
2020.0,45.416666666666664,0.0
2021.0,44.5,0.0
2022.0,42.166666666666664,0.0
2023.0,28.5,0.0
2024.0,23.75,0.0
2025.0,19.083333333333332,0.0
2015.0,53.666666666666664,0.0
2016.0,55.666666666666664,0.0
2017.0,61.0,0.0
2018.0,67.91666666666667,0.0
2019.0,73.0,0.0
2020.0,63.583333333333336,0.0
2021.0,75.58333333333333,0.0
2022.0,76.25,0.0
2023.0,83.5,0.0
2024.0,66.25,0.0
2025.0,59.166666666666664,0.0
2015.0,48.666666666666664,0.0
2016.0,44.583333333333336,0.0
2017.0,37.583333333333336,0.0
2018.0,38.5,0.0
2019.0,41.083333333333336,0.0
2020.0,37.25,0.0
2021.0,39.75,0.0
2022.0,41.166666666666664,0.0
2023.0,44.666666666666664,0.0
2024.0,42.666666666666664,0.0
2025.0,46.666666666666664,0.0
2015.0,24.0,0.0
2016.0,25.083333333333332,0.0
2017.0,25.916666666666668,0.0
2018.0,31.083333333333332,0.0
2019.0,33.75,0.0
2020.0,36.916666666666664,0.0
2021.0,39.0,0.0
2022.0,43.333333333333336,0.0
2023.0,45.25,0.0
2024.0,44.666666666666664,0.08333333333333333
2025.0,51.25,0.0
2015.0,40.083333333333336,0.0
2016.0,45.75,0.0
2017.0,53.916666666666664,0.0
2018.0,58.916666666666664,0.0
2019.0,64.58333333333333,0.0
2020.0,70.58333333333333,0.0
2021.0,81.83333333333333,0.0
2022.0,70.75,0.0
2023.0,70.75,0.0
2024.0,72.08333333333333,0.0
2025.0,62.75,0.0
2015.0,27.0,0.0
2016.0,28.5,0.0
2017.0,31.416666666666668,0.0
2018.0,34.75,0.0
2019.0,43.5,0.0
2020.0,44.583333333333336,0.0
2021.0,61.75,0.0
2022.0,51.75,0.0
2023.0,66.58333333333333,0.0
2024.0,74.41666666666667,0.0
2025.0,88.5,0.0
2015.0,29.75,0.0
2016.0,31.416666666666668,0.0
2017.0,35.666666666666664,0.0
2018.0,42.0,0.0
2019.0,47.583333333333336,0.3333333333333333
2020.0,46.833333333333336,0.0
2021.0,59.166666666666664,0.0
2022.0,58.833333333333336,0.0
2023.0,70.25,0.0
2024.0,78.75,0.0
2025.0,91.91666666666667,0.0
